assists,attacking_bonus,big_chances_created,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clearances_blocks_interceptions,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,crosses,defending_bonus,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,id,in_dreamteam,key_passes,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,recoveries,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,0,0,0,0,1,3,518598,0,0,-1,1,0,0,0,3,0.0,0.0,5,Noel,0.0,5,0,209,False,1,312,Utlånad till Karlslunds IF.,2021-09-01T07:07:59.103293Z,44,0,0,0,518598.jpg,1.9,13,0,0,Milleskog,0.0,False,None,u,8,2596,15,11,0,16,0,0.0,3.4,Milleskog,0
0,2,0,0,0,0,26,52347,0,0,-3,3,9,9,0,3,0.0,0.0,1,Nordin,0.0,25,1,210,False,18,1138,Skadad. Tillbaka i spel: okänt,2021-10-28T09:11:01.920815Z,52,0,0,0,52347.jpg,1.9,91,0,0,Gerzic,1.1,False,None,i,8,2596,44,37,0,477,0,0.0,8.5,Gerzic,4
3,9,5,100,100,4,37,502513,0,0,-2,2,17,9,1,3,2.0,0.0,4,David,0.0,43,1,211,False,27,1917,,2021-10-25T19:42:39.910989Z,58,0,0,0,502513.jpg,2.8,122,0,0,Seger,1.5,False,None,a,8,2596,82,672,0,821,0,0.0,14.1,Seger,3
2,11,3,0,0,2,64,48781,0,0,-2,2,29,9,0,3,0.0,0.0,3,Kevin,0.0,32,0,212,False,29,1485,,2021-11-08T12:57:42.680033Z,53,0,0,0,48781.jpg,3.1,82,0,0,Walker,0.6,False,None,s,8,2596,58,68,0,429,0,0.0,10.9,Walker,6
0,0,0,0,0,0,0,504774,0,0,-5,5,0,0,0,3,0.0,0.0,0,Taha,0.0,0,0,213,False,1,12,Utlånad till Västerås SK,2021-08-12T08:01:03.214322Z,50,0,0,0,504774.jpg,1.0,2,0,0,Ali,0.1,False,None,u,8,2596,2,3,0,61,0,0.0,0.4,T.Ali,0
0,0,0,0,0,0,0,107684,0,0,-2,2,0,0,0,3,0.0,0.0,0,Robin,0.0,0,0,214,False,0,0,Lämnat för Jönköpings Södra.,2021-03-23T09:59:52.445355Z,53,0,0,0,107684.jpg,0.0,0,0,0,Book,0.0,False,None,u,8,2596,0,1,0,13,0,0.0,0.0,Book,0
1,2,2,100,100,4,87,51717,0,0,0,0,0,19,2,3,2.3,0.0,1,Johan,0.0,37,1,215,False,13,1879,,2021-11-08T12:57:42.701276Z,45,0,0,0,51717.jpg,3.0,134,0,0,Mårtensson,2.4,False,None,a,8,2596,71,1505,0,1490,0,0.0,15.8,Mårtensson,6
0,0,0,0,0,0,0,247655,0,0,-2,2,0,0,0,4,0.0,0.0,0,Rasmus,0.0,0,0,216,False,0,0,Återvänt till Fortuna Sittard,2021-04-20T11:07:58.096042Z,58,0,0,0,247655.jpg,0.0,0,0,0,Karjalainen,0.2,False,None,u,8,2596,0,2,0,110,0,0.0,0.0,Karjalainen,0
0,0,0,0,0,1,14,216000,0,0,-3,3,0,2,0,4,0.0,0.0,0,Erik,0.0,10,0,217,False,4,345,Utlånad till Västerås SK,2021-07-28T18:50:22.326735Z,52,0,0,0,216000.jpg,1.2,13,0,0,Björndahl,0.3,False,None,u,8,2596,15,21,0,109,0,0.0,2.9,Björndahl,1
0,0,0,100,100,2,7,52159,0,0,-2,2,0,0,0,4,0.3,0.0,0,Agon,0.0,15,4,218,False,4,692,,2021-07-10T16:32:07.209729Z,58,0,0,0,52159.jpg,2.3,14,0,0,Mehmeti,1.2,False,None,a,8,2596,43,162,0,524,0,0.0,7.4,Mehmeti,1
0,1,1,0,0,3,19,202516,0,0,-3,3,0,3,1,4,0.0,0.0,0,Deniz,0.0,25,5,219,False,7,1276,Lämnat för Caykur Rizespor,2021-09-01T14:32:10.180045Z,62,0,0,0,202516.jpg,3.8,68,0,0,Hümmet,3.1,False,None,u,8,2596,57,1288,0,3269,0,0.0,9.2,Hümmet,2
0,0,0,None,None,0,0,535991,0,0,0,0,0,0,0,3,0.0,0.0,1,Anton,0.0,0,0,433,False,0,11,,None,45,0,0,0,535991.jpg,1.0,0,0,0,Ingves,0.0,False,None,a,8,2596,2,1,0,0,0,0.0,0.4,Ingves,0
1,8,3,100,100,2,14,52160,0,0,-5,5,8,10,0,3,4.3,0.0,-1,Jiloan,0.0,28,0,465,False,23,1288,,2021-07-16T09:43:40.971525Z,75,0,0,0,52160.jpg,3.2,93,1,0,Hamad,0.2,False,None,a,8,2596,48,332,0,264,0,0.0,6.4,Hamad,2
3,10,3,100,100,2,22,66449,0,0,-8,8,17,7,1,3,3.3,0.0,0,Nahir,0.0,31,4,466,False,37,1494,,2021-11-23T09:09:15.593002Z,77,0,0,0,66449.jpg,4.6,81,0,0,Besara,1.0,False,None,a,8,2596,79,4124,0,3782,0,0.0,10.3,Besara,3
1,1,1,100,100,1,116,473227,0,0,0,0,1,24,0,2,5.0,0.0,2,Nasiru,0.0,23,0,477,False,6,1104,,2021-09-14T08:31:35.246475Z,45,1,0,0,473227.jpg,3.2,107,1,0,Moro,0.1,False,None,a,8,2596,41,75,0,45,0,0.0,9.1,Moro,3
0,1,0,100,100,0,9,485258,0,0,0,0,2,2,0,4,1.0,0.0,0,Richard Emeka,0.0,14,0,486,False,6,614,,2021-10-25T19:42:39.928564Z,55,0,0,0,485258.jpg,1.7,34,0,0,Friday,0.0,False,None,a,8,2596,15,24,0,24,0,0.0,2.7,Friday,3
0,0,0,None,None,0,0,247560,0,0,-3,3,0,0,0,4,0.0,0.0,0,Patrick Luan,0.0,7,0,487,False,0,131,,None,52,0,0,0,247560.jpg,0.8,6,0,0,Dos Santos,0.0,False,None,a,8,2596,5,11,0,9,0,0.0,1.0,Luan,1
0,0,0,100,100,1,1,95955,0,0,0,0,0,0,0,3,3.0,0.0,7,Ahmed,0.0,4,2,495,False,2,177,,2021-08-20T18:48:41.321104Z,65,0,0,0,95955.jpg,5.3,4,0,0,Yasin Ghani Mousa,0.0,False,None,a,8,2596,16,2,0,0,0,0.0,2.5,Yasin,0
0,0,0,None,None,0,0,559280,0,0,0,0,0,0,0,4,0.0,0.0,0,Robin,0.0,0,0,512,False,0,0,,None,40,0,0,0,559280.jpg,0.0,0,0,0,Damstrom,0.0,False,None,a,8,2596,0,4,0,0,0,0.0,0.0,Damstrom,0
0,0,0,None,None,0,0,544927,0,0,0,0,0,0,0,2,0.0,0.0,0,Johannes,0.0,0,0,513,False,0,0,,None,40,0,0,0,544927.jpg,0.0,0,0,0,Danho,0.0,False,None,a,8,2596,0,1,0,0,0,0.0,0.0,Danho,0
0,0,0,None,None,0,0,559279,0,0,0,0,0,0,0,3,0.0,0.0,0,Filip,0.0,0,0,514,False,0,0,,None,45,0,0,0,559279.jpg,0.0,0,0,0,Ivarsson,0.0,False,None,a,8,2596,0,1,0,0,0,0.0,0.0,Ivarsson,0
0,0,0,None,None,5,35,39812,0,0,-1,1,0,34,2,1,3.3,0.0,3,Oscar,0.0,41,0,220,False,1,2700,,None,59,0,0,1,39812.jpg,4.1,292,0,85,Jansson,22.6,False,None,a,9,483,124,2122,0,5264,0,0.0,21.0,Jansson,0
0,0,0,None,None,0,0,225685,0,0,-1,1,0,0,0,1,0.0,0.0,0,Julius,0.0,0,0,221,False,0,0,,None,44,0,0,0,225685.jpg,0.0,0,0,0,Lindgren,0.3,False,None,a,9,483,0,15,0,43,0,0.0,0.0,Lindgren,0
0,0,0,0,0,0,0,501589,0,0,0,0,0,0,0,1,0.0,0.0,0,Felix,0.0,0,0,222,False,0,0,Utlånad till Jönköpings Södra,2021-03-31T17:28:43.247653Z,40,0,0,0,501589.jpg,0.0,0,0,0,Jakobsson,0.1,False,None,u,9,483,0,0,0,17,0,0.0,0.0,F Jakobsson,0
0,0,0,None,None,0,0,479367,0,0,-1,1,0,0,0,1,0.0,0.0,0,Wille,0.0,0,0,223,False,0,0,,None,44,0,0,0,479367.jpg,0.0,0,0,0,Jakobsson,0.1,False,None,a,9,483,0,3,0,17,0,0.0,0.0,W Jakobsson,0
0,0,0,100,100,0,0,204938,0,0,-3,3,0,0,0,2,0.0,0.0,0,Egzon,0.0,1,0,224,False,0,3,,2021-04-08T09:29:44.581870Z,47,0,0,0,204938.jpg,1.0,1,0,0,Binaku,0.1,False,None,a,9,483,1,2,0,61,0,0.0,0.2,Binaku,0
2,1,0,0,0,3,159,186531,0,0,-3,3,0,25,1,2,0.0,0.0,0,Henrik,0.0,35,1,225,False,8,2000,Avstängd i GW30,2021-11-29T12:23:16.206958Z,57,1,0,0,186531.jpg,3.0,125,0,0,Castegren,5.1,False,None,s,9,483,80,470,0,2652,0,0.0,14.0,Castegren,6
0,0,0,100,100,1,18,52210,0,0,-2,2,8,0,0,2,0.3,0.0,1,Christopher,0.0,14,0,226,False,10,685,,2021-04-08T09:29:44.609837Z,53,0,0,0,52210.jpg,1.2,31,0,0,Telo,0.2,False,None,a,9,483,25,26,0,57,0,0.0,4.7,Telo,1
0,0,0,0,0,0,0,449619,0,0,-3,3,0,0,0,2,0.0,0.0,0,Finnur Tómas,0.0,0,0,227,False,0,0,Utlånad till KR Reykjavik,2021-05-06T14:23:50.737295Z,47,0,0,0,449619.jpg,0.0,0,0,0,Palmasson,0.1,False,None,u,9,483,0,4,0,52,0,0.0,0.0,Palmasson,0
0,0,0,None,None,0,0,479379,0,0,-2,2,0,0,0,2,0.0,0.0,0,Oliver,0.0,0,0,228,False,0,0,,None,38,0,0,0,479379.jpg,0.0,0,0,0,Stefansson,0.4,False,None,a,9,483,0,40,0,96,0,0.0,0.0,Stefansson,0
2,2,2,0,0,4,104,111784,0,0,-3,3,3,19,1,2,0.0,0.0,0,Viktor,0.0,28,1,229,False,12,1908,Skadad. Missar resten av säsongen.,2021-11-27T17:08:38.345152Z,52,0,0,0,111784.jpg,3.4,126,0,0,Agardius,3.7,False,None,i,9,483,81,996,0,3033,0,0.0,15.6,Agardius,4
0,0,0,100,100,0,0,173137,0,0,-5,5,1,0,0,2,0.0,0.0,0,Kevin,0.0,1,0,230,False,1,36,,2021-05-21T08:47:41.430472Z,50,0,0,0,173137.jpg,1.0,2,0,0,Álvarez,0.2,False,None,a,9,483,2,9,0,195,0,0.0,0.4,Álvarez,0
0,0,0,None,None,0,20,506543,0,0,-2,2,0,4,0,2,1.7,0.0,2,Theodore,0.0,6,0,231,False,3,242,,None,38,0,0,0,506543.jpg,1.3,15,0,0,Rask,1.8,False,None,a,9,483,12,623,0,670,0,0.0,3.2,Rask,0
6,7,5,100,100,5,138,141924,0,0,4,-4,7,27,4,2,1.0,0.0,1,Linus,0.0,39,3,232,False,21,2478,,2021-11-08T12:57:57.964834Z,64,1,0,0,141924.jpg,4.6,153,0,0,Wahlqvist,11.4,False,None,a,9,483,129,7306,0,5698,0,0.0,20.2,Wahlqvist,2
0,0,0,None,None,0,9,516988,0,0,-4,4,1,0,0,2,0.0,0.0,0,Dino,0.0,7,0,233,False,0,131,,None,46,0,0,0,516988.jpg,0.5,5,0,0,Salihovic,0.2,False,None,a,9,483,3,4,0,59,0,0.0,0.7,Salihovic,0
4,11,6,None,None,5,69,507931,0,0,-1,1,10,23,1,3,3.3,0.0,4,Ishaq,0.0,38,0,234,False,34,2626,,None,54,0,0,0,507931.jpg,3.6,207,0,0,Abdulrazak,3.3,False,None,a,9,483,109,2683,0,2344,0,0.0,20.2,Abdulrazak,2
7,26,8,100,100,5,43,429586,0,0,-5,5,46,4,3,3,6.3,0.0,4,Jonathan,0.0,31,2,235,False,65,1969,,2021-07-03T10:24:31.734127Z,85,0,0,0,429586.jpg,4.1,99,0,0,Levi,5.2,False,None,a,9,483,112,2031,0,3283,0,0.0,13.2,Levi,2
2,3,3,0,0,1,21,501552,0,0,-1,1,2,0,0,3,0.0,0.0,0,Kristoffer,0.0,10,1,236,False,15,888,Skadad. Missar resten av säsongen.,2021-11-27T17:08:38.362130Z,44,0,0,0,501552.jpg,2.0,43,0,0,Khazeni,0.6,False,None,i,9,483,40,723,0,527,0,0.0,9.1,Khazeni,2
1,2,2,None,None,1,7,61706,0,0,-3,3,3,0,0,3,1.7,0.0,1,Maic,0.0,12,2,237,False,5,619,,None,57,0,0,0,61706.jpg,1.9,23,0,0,Sema,0.4,False,None,a,9,483,44,92,0,176,0,0.0,7.7,Sema,0
0,4,3,None,None,5,65,157776,0,0,-3,3,7,24,0,3,3.0,0.0,4,Alexander,0.0,40,0,238,False,23,2659,,None,62,0,0,0,157776.jpg,3.0,228,0,0,Fransson,2.4,False,None,a,9,483,91,290,0,805,0,0.0,14.7,Fransson,1
4,6,1,0,0,5,25,479342,0,0,0,0,14,6,3,3,0.0,0.0,0,Isak,0.0,13,2,239,False,26,1302,Lämnat för FC Köpenhamn,2021-09-01T07:06:21.375212Z,80,0,0,0,479342.jpg,4.4,71,0,0,Bergmann Johannesson,3.6,False,None,u,9,483,66,3403,0,5001,0,0.0,8.2,Bergmann Johannesson,3
0,0,0,0,0,0,0,449948,0,0,-2,2,0,0,0,3,0.0,0.0,0,Manasse,0.0,0,0,240,False,0,24,Utlånad till Öster,2021-08-06T08:42:22.896611Z,43,0,0,0,449948.jpg,0.7,5,0,0,Kusu,0.1,False,None,u,9,483,2,32,0,46,0,0.0,0.5,Kusu,1
4,8,3,0,0,2,4,198501,0,0,-4,4,8,2,0,3,0.0,0.0,0,Sead,0.0,6,0,241,False,22,630,Såld till Rubin Kazan,2021-05-24T16:01:16.891083Z,116,0,0,0,198501.jpg,5.3,26,0,0,Haksabanovic,8.4,False,None,u,9,483,37,1309,0,11343,0,0.0,3.2,Haksabanovic,1
0,0,0,None,None,0,0,508717,0,0,-2,2,0,0,0,3,0.3,0.0,0,Jóhannes Kristinn,0.0,0,0,242,False,0,4,,None,43,0,0,0,508717.jpg,1.0,1,0,0,Bjarnason,0.2,False,None,a,9,483,1,37,0,68,0,0.0,0.2,Bjarnason,0
0,2,1,50,50,1,15,95922,0,0,-2,2,0,0,1,4,0.7,0.0,7,Christoffer,0.0,13,5,243,False,14,868,Sjuk.,2021-11-26T09:34:25.499344Z,98,0,1,0,95922.jpg,3.0,15,0,0,Nyman,3.9,False,None,d,9,483,48,1737,0,3578,0,0.0,4.9,Nyman,1
3,3,2,100,100,4,17,479377,0,0,0,0,4,4,1,4,4.3,0.0,6,Carl,0.0,25,7,244,False,16,1731,,2021-05-16T09:16:52.740426Z,50,0,0,0,479377.jpg,3.6,66,0,0,Björk,2.1,False,None,a,9,483,94,2365,0,1649,0,0.0,18.8,Björk,1
0,1,0,0,0,0,1,510706,0,0,-1,1,0,0,0,4,0.0,0.0,0,Lucas,0.0,2,1,245,False,4,101,Utlånad till Öster,2021-08-06T08:42:22.913917Z,39,0,0,0,510706.jpg,2.0,2,0,0,Lima,0.9,False,None,u,9,483,10,949,0,1031,0,0.0,2.6,Lima,1
2,8,6,100,100,5,13,206044,0,0,11,-11,8,2,5,4,3.3,0.0,1,Samuel,0.0,33,17,246,True,34,2325,,2021-11-05T17:24:59.389605Z,86,0,0,0,206044.jpg,5.1,95,0,0,Adegbenro,39.7,False,None,a,9,483,154,22105,0,13597,0,0.0,17.9,Adegbenro,3
0,0,0,100,100,4,152,207276,0,0,-2,2,0,27,1,2,1.3,0.0,1,Marco,0.0,27,0,247,False,3,2007,,2021-09-23T12:00:56.598592Z,53,0,0,0,207276.jpg,3.0,141,0,0,Lund,0.6,False,None,a,9,483,77,397,0,509,0,0.0,14.5,Lund,7
2,2,2,0,0,2,42,48674,0,0,-1,1,9,10,0,2,0.0,0.0,0,Ari Freyr,0.0,27,2,432,False,14,1561,Ljumskskadad. Missar resten av säsongen.,2021-11-19T14:38:19.169434Z,59,0,0,0,48674.jpg,2.8,108,0,0,Skulason,2.8,False,None,i,9,483,64,1632,0,2083,0,0.0,10.8,Skulason,3
0,0,0,None,None,0,5,234852,0,0,-2,2,1,0,0,3,0.3,0.0,1,Yahav,0.0,2,0,455,False,4,104,,None,48,0,0,0,234852.jpg,1.0,8,0,0,Gurfinkel,0.0,False,None,a,9,483,6,10,0,9,0,0.0,1.2,Gurfinkel,0
0,0,0,None,None,0,0,548880,0,0,0,0,0,0,0,2,0.5,0.0,0,Edvin,0.0,0,0,517,False,0,1,,None,40,0,0,0,548880.jpg,1.0,0,0,0,Tellgren,0.0,False,None,a,9,483,1,0,0,0,0,0.0,0.2,Tellgren,0
0,0,0,None,None,0,1,543299,0,0,0,0,0,0,0,3,0.5,0.0,0,Emanuel,0.0,0,0,518,False,0,20,,None,45,0,0,0,543299.jpg,1.0,1,0,0,Chabo,0.0,False,None,a,9,483,1,0,0,0,0,0.0,0.2,Chabo,0
0,0,0,100,100,8,16,120722,0,0,1,-1,0,30,0,1,6.7,0.0,3,Lucas,0.0,33,0,248,False,0,2340,,2021-09-21T07:50:03.411825Z,56,0,0,1,120722.jpg,4.8,250,0,72,Hägg Johansson,7.7,False,None,a,10,2594,125,2730,0,2049,0,0.0,22.3,Hägg Johansson,3
0,0,0,None,None,1,1,479551,0,0,-1,1,0,3,0,1,0.0,0.0,0,Tobias,0.0,6,0,249,False,0,360,,None,44,0,0,0,479551.jpg,4.0,28,0,13,Andersson,0.3,False,None,a,10,2594,16,82,0,80,0,0.0,3.6,T Andersson,0
0,0,0,None,None,0,10,447562,0,0,-3,3,0,1,0,2,0.0,0.0,0,Henrik,0.0,4,0,250,False,0,218,,None,47,0,0,0,447562.jpg,1.2,17,0,0,Löfkvist,0.2,False,None,a,10,2594,7,16,0,64,0,0.0,1.5,Löfkvist,1
0,1,1,100,100,0,4,57406,0,0,-3,3,0,0,0,2,0.3,0.0,0,Emin,0.0,2,0,251,False,1,90,,2021-08-02T17:31:04.245970Z,42,0,0,0,57406.jpg,0.7,7,0,0,Nouri,0.9,False,None,a,10,2594,4,27,0,297,0,0.0,1.0,Nouri,4
0,1,1,100,100,5,63,93656,0,0,-4,4,1,11,1,2,3.3,0.0,0,Douglas,0.0,20,1,252,False,2,1266,,2021-05-04T07:05:14.741268Z,46,0,0,0,93656.jpg,3.5,84,0,0,Bergqvist,1.3,False,None,a,10,2594,60,992,0,826,0,0.0,13.0,Bergqvist,2
2,4,2,100,100,9,68,179772,0,0,3,-3,10,21,3,2,5.0,0.0,0,Sebastian,0.0,36,3,253,False,27,2450,,2021-10-01T05:52:44.841555Z,58,0,0,0,179772.jpg,4.4,182,0,0,Ring,12.2,False,None,a,10,2594,122,6733,0,4068,0,0.0,21.0,Ring,9
0,0,0,100,100,2,34,226928,0,0,-2,2,0,4,0,2,0.0,0.0,0,Johan,0.0,17,1,254,False,0,732,,2021-04-16T08:56:42.670328Z,38,0,0,0,226928.jpg,2.3,36,0,0,Stenmark,11.5,False,None,a,10,2594,34,3021,0,5432,0,0.0,8.9,Stenmark,2
6,6,4,None,None,10,69,189744,0,0,-3,3,17,10,1,2,6.0,0.0,4,Piotr,0.0,34,0,255,False,24,2529,,None,52,0,0,0,189744.jpg,4.1,132,0,0,Johansson,7.8,False,None,a,10,2594,119,1081,0,3338,0,0.0,22.9,Johansson,2
0,0,0,0,0,1,8,509300,0,0,-1,1,0,2,0,2,0.0,0.0,0,Elias,0.0,3,0,256,False,0,222,Utlånad till Groningen,2021-09-01T07:06:00.664749Z,39,0,0,0,509300.jpg,2.4,17,0,0,Olsson,2.2,False,None,u,10,2594,12,1811,0,2031,0,0.0,3.1,Olsson,1
0,0,0,None,None,7,114,95940,0,0,-1,1,0,21,3,2,1.3,0.0,0,Rasmus,0.0,26,1,257,False,4,1884,,None,49,0,0,0,95940.jpg,3.9,113,0,0,Sjöstedt,1.2,False,None,a,10,2594,90,1225,0,851,0,0.0,18.4,Sjöstedt,2
0,0,0,None,None,0,0,531394,0,0,-2,2,0,0,0,2,0.0,0.0,0,Lukas,0.0,1,0,258,False,0,26,,None,38,0,0,0,531394.jpg,1.0,0,0,0,Rhöse,0.3,False,None,a,10,2594,3,66,0,95,0,0.0,0.8,Rhöse,0
0,0,0,None,None,0,0,501571,0,0,-2,2,0,0,0,2,0.0,0.0,0,Viktor,0.0,0,0,259,False,0,0,,None,38,0,0,0,501571.jpg,0.0,0,0,0,Krüger,0.4,False,None,a,10,2594,0,72,0,109,0,0.0,0.0,Krüger,0
1,0,0,None,None,2,0,423655,0,0,-5,5,0,0,0,3,0.0,0.0,0,Isak,0.0,1,0,260,False,0,157,,None,50,0,0,0,423655.jpg,2.4,7,0,0,Magnusson,0.4,False,None,a,10,2594,12,92,0,244,0,0.0,2.4,Magnusson,0
2,2,1,None,None,5,10,162337,0,0,-3,3,3,0,0,3,2.0,0.0,0,Filip,0.0,10,0,261,False,13,939,,None,52,0,0,0,162337.jpg,1.9,27,0,0,Sachpekidis,0.2,False,None,a,10,2594,39,119,0,193,0,0.0,7.5,Sachpekidis,2
0,0,0,100,100,0,2,52045,0,0,-4,4,0,1,0,3,0.3,0.0,6,Erik,0.0,5,1,262,False,0,131,,2021-05-22T08:22:01.768767Z,56,0,0,0,52045.jpg,1.7,13,0,0,Israelsson,0.5,False,None,a,10,2594,15,10,0,224,0,0.0,2.7,Israelsson,1
0,0,0,None,None,0,4,449945,0,0,-2,2,0,0,0,3,0.7,0.0,1,Victor,0.0,4,0,263,False,3,199,,None,43,0,0,0,449945.jpg,0.9,14,0,0,Backman,0.1,False,None,a,10,2594,12,28,0,33,0,0.0,2.8,Backman,2
1,9,3,None,None,8,59,487389,0,0,1,-1,18,18,0,3,3.3,0.0,2,Carl,0.0,36,0,264,False,34,2506,,None,46,0,0,0,487389.jpg,3.2,176,0,0,Gustafsson,3.4,False,None,a,10,2594,93,2972,0,1906,0,0.0,20.2,Gustafsson,2
0,0,0,100,100,0,0,506254,0,0,-1,1,0,0,0,3,0.0,0.0,0,Johan,0.0,1,0,265,False,0,17,,2021-03-23T10:39:23.958578Z,44,0,0,0,506254.jpg,1.0,0,0,0,Arvidsson,0.0,False,None,a,10,2594,1,6,0,7,0,0.0,0.2,Arvidsson,0
1,3,2,100,100,9,86,70064,0,0,-2,2,2,30,1,3,5.0,0.0,4,Romario,0.0,36,4,266,False,16,2564,,2021-08-24T08:48:21.737123Z,63,0,0,0,70064.jpg,4.1,236,0,0,Pereira Sipião,2.5,False,None,a,10,2594,119,529,0,742,0,0.0,18.9,Romario,4
3,2,1,100,100,4,9,469169,0,0,0,0,1,0,3,3,1.0,0.0,11,Isak,0.0,17,6,267,False,15,1195,,2021-03-23T09:50:00.223059Z,55,0,0,0,469169.jpg,3.2,43,0,0,Jansson,0.2,False,None,a,10,2594,77,102,0,75,0,0.0,14.0,Jansson,2
5,21,8,None,None,8,27,118237,0,0,14,-14,28,5,5,3,6.7,0.0,2,Oliver,0.0,38,12,268,True,68,2597,,None,74,0,0,0,118237.jpg,5.6,95,0,0,Berg,30.7,False,None,a,10,2594,167,17164,0,5775,0,0.0,22.6,Berg,1
0,0,0,None,None,4,4,524029,0,0,-2,2,0,1,0,3,0.3,0.0,0,Noah,0.0,7,0,269,False,6,645,,None,43,0,0,0,524029.jpg,1.4,34,0,0,Shamoun,0.3,False,None,a,10,2594,29,103,0,92,0,0.0,6.7,Shamoun,1
11,13,4,100,100,7,19,157795,0,0,2,-2,12,4,4,3,3.0,0.0,12,Jonathan,0.0,37,8,270,True,56,2312,,2021-08-16T09:06:12.700270Z,77,0,0,0,157795.jpg,5.2,96,0,0,Ring,4.7,False,None,a,10,2594,147,2787,0,1514,0,0.0,19.1,Ring,3
0,0,0,100,100,0,0,421765,0,0,-3,3,0,0,0,4,0.0,0.0,0,Edvin,0.0,0,0,271,False,0,0,,2021-06-30T08:19:04.479607Z,47,0,0,0,421765.jpg,0.0,0,0,0,Crona,1.1,False,None,a,10,2594,0,25,0,537,0,0.0,0.0,Crona,0
4,2,0,100,100,12,35,449323,0,0,-3,3,6,4,2,4,4.0,0.0,2,Nils,0.0,22,4,272,False,21,1724,,2021-04-23T09:23:09.285614Z,57,0,0,0,449323.jpg,3.1,65,0,0,Fröling,3.2,False,None,a,10,2594,85,2019,0,2131,0,0.0,14.9,Fröling,1
0,0,0,0,0,0,0,522154,0,0,-2,2,0,0,0,4,0.0,0.0,0,Alex,0.0,0,0,273,False,0,0,Utlånad till Groningen,2021-07-07T09:31:16.190599Z,38,0,0,0,522154.jpg,0.0,0,0,0,Mortensen,1.0,False,None,u,10,2594,0,496,0,1508,0,0.0,0.0,Mortensen,0
1,1,1,100,100,9,149,82769,0,0,1,-1,2,19,1,2,3.7,0.0,1,Lars,0.0,33,0,429,False,10,2506,,2021-10-13T11:31:51.268648Z,51,0,0,0,82769.jpg,3.7,127,0,0,Sætra,1.9,False,None,a,10,2594,104,1378,0,854,0,0.0,20.4,Sætra,3
0,0,0,None,None,0,0,533487,0,0,0,0,0,0,0,3,0.0,0.0,0,Isak,0.0,0,0,439,False,0,2,,None,45,0,0,0,533487.jpg,1.0,0,0,0,Vidjeskog,0.0,False,None,a,10,2594,1,1,0,1,0,0.0,0.2,Vidjeskog,0
0,0,0,None,None,0,0,497422,0,0,0,0,0,0,0,4,0.0,0.0,0,David,0.0,0,0,464,False,0,0,,None,50,0,0,0,497422.jpg,0.0,0,0,0,Chan,0.0,False,None,a,10,2594,0,1,0,1,0,0.0,0.0,Chan,0
0,0,0,None,None,0,0,544930,0,0,0,0,0,0,0,3,0.0,0.0,0,Arton,0.0,0,0,470,False,0,0,,None,45,0,0,0,544930.jpg,0.0,0,0,0,Podrimcaku,0.0,False,None,a,10,2594,0,1,0,1,0,0.0,0.0,Podrimcaku,0
0,0,0,None,None,0,1,544935,0,0,-1,1,0,0,0,4,0.0,0.0,0,Moustafa,0.0,0,0,498,False,0,5,,None,44,0,0,0,544935.jpg,1.0,3,0,0,Benshi,0.0,False,None,a,10,2594,1,0,0,2,0,0.0,0.2,Benshi,0
0,0,0,None,None,0,0,553701,0,0,0,0,0,0,0,1,0.0,0.0,0,Casper,0.0,0,0,502,False,0,0,,None,40,0,0,0,553701.jpg,0.0,0,0,0,Andersson,0.0,False,None,a,10,2594,0,3,0,2,0,0.0,0.0,C Andersson,0
0,0,0,None,None,0,0,548930,0,0,0,0,1,0,0,3,0.0,0.0,1,Olle,0.0,0,0,519,False,1,3,,None,45,0,0,0,548930.jpg,1.0,0,0,0,Lindh,0.0,False,None,a,10,2594,1,0,0,0,0,0.0,0.2,Lindh,0
0,0,0,None,None,0,12,152144,0,0,0,0,0,7,0,1,1.7,0.0,5,Sixten,0.0,15,0,274,False,1,611,,None,45,0,0,0,152144.jpg,3.4,57,0,31,Mohlin,0.4,False,None,a,11,5576,24,41,0,63,0,0.0,5.3,Mohlin,0
0,0,0,100,100,3,26,225400,0,0,-1,1,0,29,0,1,2.0,0.0,0,Aly,0.0,44,0,275,False,0,2088,,2021-10-04T12:57:52.465532Z,59,0,0,0,225400.jpg,4.3,255,0,118,Keita,4.9,False,None,a,11,5576,103,553,0,1387,0,0.0,17.5,Keita,3
0,0,0,100,100,0,2,451162,0,0,-2,2,0,0,0,2,-0.3,0.0,0,Kalpi,0.0,1,0,276,False,0,19,,2021-03-19T13:42:55.461724Z,48,1,0,0,451162.jpg,-1.0,2,0,0,Ouattara,0.1,False,None,a,11,5576,-1,5,0,52,0,0.0,-0.2,Ouattara,0
1,0,0,100,100,1,30,178968,0,0,-3,3,2,1,0,2,0.3,0.0,0,Marco,0.0,19,1,277,False,6,687,,2021-10-25T07:36:54.708723Z,42,0,0,0,178968.jpg,1.8,39,0,0,Weymans,0.1,False,None,a,11,5576,23,26,0,59,0,0.0,5.5,Weymans,4
