assists,bonus,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,id,in_dreamteam,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
2,5,100,100,3,224987,0,0,-1,1,0,3,1.7,0.0,2,Edvard,0.0,23,1,185,False,1218,,2021-05-06T18:45:24.499664Z,54,0,0,0,224987.jpg,2.3,0,0,Tagseth,0.6,False,None,a,8,197,49,264,0,339,0,0.0,9.1,Tagseth,3
4,4,0,0,4,169515,0,0,-4,4,0,3,0.0,0.0,0,Vebjørn,0.0,19,0,186,False,1400,Avrevet akilles,2021-08-26T12:15:07.105755Z,51,0,0,0,169515.jpg,3.1,0,0,Hoff,3.6,False,None,i,8,197,49,2652,0,4800,0,0.0,9.6,Hoff,3
2,12,100,100,3,122211,0,0,-1,1,1,4,6.7,0.0,1,Dino,0.0,23,6,187,False,1478,,2021-08-22T16:57:57.812763Z,104,0,0,0,122211.jpg,3.5,0,0,Islamovic,7.5,False,None,a,8,197,74,4337,0,13617,0,0.0,7.1,Islamovic,3
2,1,100,100,1,52148,0,0,-2,2,0,4,0.7,0.0,0,Guillermo,0.0,9,2,188,False,548,,2021-08-29T16:27:34.973684Z,88,0,0,0,52148.jpg,2.3,0,0,Molins,2.1,False,None,a,10,2997,32,3751,0,3563,0,0.0,3.6,Molins,1
0,0,0,0,0,530092,0,0,-1,1,0,4,0.0,0.0,0,Ole Christian,0.0,0,0,189,False,1,Utlånt til Ull/Kisa ut sesongen,2021-06-28T13:55:26.960556Z,74,0,0,0,530092.jpg,1.0,0,0,Saeter,0.1,False,None,u,8,197,1,11,0,23,0,0.0,0.1,Sæter,0
1,0,100,100,1,243529,0,0,-5,5,0,4,0.7,0.0,1,Rasmus,0.0,6,3,190,False,495,,2021-08-12T08:14:34.115734Z,60,0,0,0,243529.jpg,1.9,0,0,Wiedesheim-Paul,1.0,False,None,a,8,197,35,1402,0,1481,0,0.0,5.8,Wiedesheim-Paul,0
0,0,None,None,0,27769,0,0,-4,4,0,1,0.0,0.0,0,Iven,0.0,21,0,191,False,900,,None,51,0,0,0,27769.jpg,1.9,0,28,Austbø,3.1,False,None,a,9,312,19,260,0,1975,0,0.0,3.7,Austbø,1
0,2,100,100,3,95513,0,0,0,0,0,1,0.0,0.0,7,Arild,0.0,17,0,192,False,1240,,2021-04-17T11:32:13.387629Z,50,0,0,0,95513.jpg,2.9,0,28,Østbø,0.5,False,None,a,9,312,41,252,0,144,0,0.0,8.2,Østbø,1
0,0,100,100,0,508553,0,0,0,0,0,1,0.0,0.0,0,Trym,0.0,0,0,193,False,0,,2021-04-17T11:32:13.410829Z,40,0,0,0,508553.jpg,0.0,0,0,Sølvberg Ur,0.4,False,None,a,9,312,0,146,0,113,0,0.0,0.0,Ur,0
0,3,100,100,0,478731,0,0,-1,1,1,2,4.7,0.0,0,Sondre,0.0,10,1,194,False,508,,2021-05-23T15:28:51.274777Z,54,0,0,0,478731.jpg,1.9,0,0,Flem Bjørshol,1.9,False,None,a,9,312,25,346,0,774,0,0.0,4.6,Bjørshol,1
6,2,100,100,2,431634,0,0,0,0,1,2,3.3,0.0,6,Shayne,0.0,15,2,195,False,888,,2021-04-08T11:10:08.765345Z,55,0,0,0,431634.jpg,2.7,0,0,Pattynama,0.5,False,None,a,9,312,64,676,0,332,0,0.0,11.6,Pattynama,3
1,0,50,50,0,476961,0,0,-2,2,0,2,0.7,0.0,0,Runar,0.0,28,0,196,False,1253,Lyskeproblemer - Sjanse for å spille: 25%,2021-12-08T19:47:05.756351Z,48,0,0,0,476961.jpg,1.2,0,0,Ullaland Hove,0.5,False,None,d,2,303,25,134,0,266,0,0.0,5.2,Ullaland Hove,1
1,2,100,100,2,160605,0,0,-3,3,1,2,1.3,0.0,6,Viljar,0.0,44,1,197,False,2223,,2021-05-25T10:13:05.402929Z,47,0,0,0,160605.jpg,1.9,0,0,Vevatne,3.1,False,None,a,9,312,56,596,0,2644,0,0.0,11.9,Vevatne,2
0,2,0,0,0,508868,0,0,-3,3,0,2,0.0,0.0,0,Henrik,0.0,31,0,198,False,1483,Solgt til Brøndby,2021-08-30T17:30:47.300974Z,47,0,0,0,508868.jpg,1.4,0,0,Heggheim,5.7,False,None,u,9,312,24,404,0,6201,0,0.0,5.1,Heggheim,2
2,0,100,100,3,61870,0,0,-2,2,1,2,0.3,0.0,0,Rolf Daniel,0.0,21,1,199,False,1329,,2021-11-20T17:37:03.697123Z,43,0,0,0,61870.jpg,2.2,0,0,Vikstøl,2.9,False,None,a,9,312,48,1832,0,2457,0,0.0,11.2,Vikstøl,6
0,0,0,0,0,504719,0,0,0,0,0,2,0.0,0.0,0,Herman,0.0,5,0,200,False,183,Utlånt til Raufoss,2021-09-01T16:04:49.713202Z,40,0,0,0,504719.jpg,0.9,0,0,Haugen,2.2,False,None,u,9,312,9,1853,0,2154,0,0.0,2.2,Haugen,0
0,0,100,100,0,464983,0,0,-2,2,0,2,0.0,0.0,1,Sebastian Sørlie,0.0,0,0,201,False,1,,2021-05-10T08:52:23.310385Z,38,0,0,0,464983.jpg,1.0,0,0,Henriksen,1.0,False,None,a,9,312,1,635,0,374,0,0.0,0.3,Henriksen,0
0,0,None,None,0,496213,0,0,-1,1,0,2,0.0,0.0,1,Kristoffer,0.0,0,0,202,False,1,,None,39,0,0,0,496213.jpg,1.0,0,0,Paulsen,0.3,False,None,a,9,312,1,111,0,135,0,0.0,0.3,Paulsen,0
6,1,None,None,0,186680,0,0,-6,6,0,3,3.0,0.0,1,Kevin,0.0,32,3,203,False,1808,,None,79,0,0,0,186680.jpg,2.7,0,0,Kabran,1.6,False,None,a,9,312,76,195,0,1903,0,0.0,9.6,Kabran,3
1,0,100,100,2,95519,0,0,0,0,0,3,0.3,0.0,1,Yann-Erik,0.0,15,1,204,False,982,,2021-11-30T14:52:32.007014Z,75,0,0,0,95519.jpg,1.9,0,0,de Lanlay,0.2,False,None,a,9,312,38,33,0,78,0,0.0,5.1,de Lanlay,0
2,0,0,0,0,63749,0,0,-4,4,0,3,0.0,0.0,0,Fredrik,0.0,20,0,205,False,859,Lyskeskade,2021-07-09T12:05:54.198185Z,61,0,0,0,63749.jpg,2.6,0,0,Torsteinbø,1.5,False,None,i,9,312,26,234,0,1465,0,0.0,4.3,Torsteinbø,0
2,5,100,100,3,170059,0,0,-3,3,1,3,3.3,0.0,0,Samúel Kári,0.0,28,5,206,False,1487,,2021-08-29T18:09:21.716274Z,62,0,0,0,170059.jpg,3.0,0,0,Fridjónsson,8.6,False,None,a,9,312,74,9213,0,13855,0,0.0,11.9,Fridjónsson,5
0,0,0,0,0,63782,0,0,-1,1,0,3,0.0,0.0,0,Johnny,0.0,0,0,207,False,0,Mageproblemer,2021-04-15T18:27:01.578538Z,59,0,0,0,63782.jpg,0.0,0,0,Furdal,0.0,False,None,i,9,312,0,1,0,10,0,0.0,0.0,Furdal,0
2,13,None,None,6,502821,0,0,-1,1,1,3,4.3,0.0,3,Sebastian,0.0,26,4,208,False,2043,,None,54,0,0,0,502821.jpg,3.3,0,0,Sebulonsen,0.7,False,None,a,9,312,93,497,0,278,0,0.0,17.2,Sebulonsen,2
1,2,50,50,5,441206,0,0,-3,3,1,3,1.6,0.0,5,Kristoffer,0.0,18,3,209,False,1294,Leggskade,2021-12-05T16:17:37.849025Z,47,0,0,0,441206.jpg,2.6,0,0,Løkberg,1.6,False,None,d,9,312,55,207,0,1219,0,0.0,11.7,Løkberg,4
1,0,0,0,0,477556,0,0,-3,3,0,3,0.0,0.0,0,Sondre,0.0,7,0,210,False,226,Utlånt til Åsane,2021-08-09T13:59:16.111975Z,47,0,0,0,477556.jpg,1.6,0,0,Auklend,0.1,False,None,u,9,312,14,24,0,94,0,0.0,3.0,Auklend,0
9,25,100,100,4,218337,0,0,2,-2,1,3,2.7,0.0,9,Joe,0.0,38,1,211,False,2388,,2021-07-03T15:15:48.671939Z,52,0,0,0,218337.jpg,4.1,0,0,Bell,10.2,False,None,a,9,312,110,6581,0,6148,0,0.0,21.2,Bell,5
4,9,None,None,2,429532,0,0,3,-3,1,3,1.3,0.0,5,Harald,0.0,40,5,212,False,1986,,None,48,0,0,0,429532.jpg,3.5,0,0,Nilsen Tangen,8.4,False,None,a,9,312,95,6699,0,4268,0,0.0,19.8,Nilsen Tangen,2
8,21,100,100,4,95520,0,0,8,-8,8,4,6.7,0.0,5,Veton,0.0,40,22,213,True,2333,,2021-11-10T15:47:32.842836Z,113,0,0,0,95520.jpg,6.6,0,0,Berisha,41.0,False,None,a,9,312,185,22694,0,25521,0,0.0,16.4,Berisha,2
0,0,100,100,0,62066,0,0,-5,5,0,4,0.3,0.0,0,Tommy,0.0,2,0,214,False,77,,2021-09-08T18:35:03.211228Z,55,0,0,0,62066.jpg,1.0,0,0,Høiland,1.5,False,None,a,9,312,8,189,0,1180,0,0.0,1.5,Høiland,0
0,5,100,100,7,107421,0,0,0,0,2,1,2.0,0.0,2,Anders,0.0,44,0,215,False,2689,,2021-05-11T15:27:49.509445Z,55,0,0,0,107421.jpg,3.0,0,75,Kristiansen,1.5,False,None,a,10,2997,90,3845,0,1043,0,0.0,16.4,Kristiansen,3
0,0,None,None,0,501911,0,0,-1,1,0,1,0.0,0.0,1,Simen Vidtun,0.0,0,0,216,False,10,,None,44,0,0,0,501911.jpg,1.0,0,1,Nilsen,0.2,False,None,a,10,2997,1,68,0,45,0,0.0,0.2,Nilsen,0
1,0,None,None,3,186048,0,0,-1,1,0,2,0.0,0.0,1,Joachim,0.0,12,0,217,False,608,,None,54,0,0,0,186048.jpg,2.0,0,0,Soltvedt,1.4,False,None,a,10,2997,32,47,0,251,0,0.0,5.9,Soltvedt,2
1,9,100,100,6,61956,0,0,0,0,2,2,2.0,0.0,0,Joachim,0.0,38,3,218,False,2377,,2021-10-31T18:53:00.607364Z,55,0,0,0,61956.jpg,3.3,0,0,Thomassen,5.9,False,None,a,10,2997,88,8354,0,4418,0,0.0,16.0,Thomassen,7
5,4,100,100,4,209164,0,0,1,-1,2,2,4.7,0.0,2,Eirik,0.0,29,1,219,False,1687,,2021-08-29T16:39:18.116683Z,56,0,0,0,209164.jpg,2.7,0,0,Wichne,3.1,False,None,a,10,2997,73,1377,0,540,0,0.0,13.0,Wichne,2
1,8,100,100,8,160211,0,0,-1,1,1,2,2.0,0.0,1,Bjørn Inge,0.0,36,0,220,False,2374,,2021-09-20T09:19:23.055530Z,54,0,0,0,160211.jpg,3.0,0,0,Utvik,7.5,False,None,a,10,2997,83,6193,0,4937,0,0.0,15.4,Utvik,3
0,0,100,100,5,84125,0,0,0,0,0,2,2.0,0.0,0,Magnar,0.0,29,0,221,False,2149,,2021-07-21T17:53:51.193984Z,50,0,0,0,84125.jpg,2.1,0,0,Ødegaard,2.4,False,None,a,10,2997,56,714,0,861,0,0.0,11.2,Ødegaard,4
1,3,100,100,2,115845,0,0,-1,1,1,2,0.0,0.0,0,Benjamin,0.0,29,0,222,False,1495,,2021-11-06T17:42:41.408568Z,49,0,0,0,115845.jpg,1.6,0,0,Karamoko,0.2,False,None,a,10,2997,37,119,0,141,0,0.0,7.6,Karamoko,5
0,2,100,100,5,61812,0,0,0,0,0,2,2.0,0.0,1,Mikael,0.0,32,0,223,False,2097,,2021-06-20T18:16:50.842642Z,50,0,0,0,61812.jpg,2.4,0,0,Dyrestam,0.3,False,None,a,10,2997,57,431,0,290,0,0.0,11.4,Dyrestam,3
0,0,0,0,0,48589,0,0,-1,1,0,2,0.0,0.0,0,Jørgen,0.0,0,0,224,False,0,Korsbåndskade,2021-04-08T11:08:23.639077Z,49,0,0,0,48589.jpg,0.0,0,0,Horn,0.0,False,None,i,10,2997,0,2,0,4,0,0.0,0.0,Horn,0
0,1,100,100,2,462533,0,0,-3,3,0,2,0.0,0.0,0,Sulayman,0.0,12,0,225,False,608,,2021-10-01T21:02:53.489660Z,42,0,0,0,462533.jpg,1.8,0,0,Bojang,0.8,False,None,a,3,3376,22,489,0,640,0,0.0,5.2,Bojang,0
0,0,100,100,0,476940,0,0,-1,1,0,2,0.0,0.0,0,Sebastian,0.0,3,0,226,False,82,,2021-05-10T21:18:39.216714Z,44,0,0,0,476940.jpg,0.8,0,0,Jarl,0.1,False,None,a,10,2997,5,6,0,41,0,0.0,1.1,Jarl,1
0,0,100,100,0,424987,0,0,-1,1,0,3,0.7,0.0,2,Rashad,0.0,4,1,227,False,211,,2021-06-28T08:55:16.525075Z,64,0,0,0,424987.jpg,1.4,0,0,Muhammed,0.2,False,None,a,10,2997,15,45,0,116,0,0.0,2.3,Muhammed,2
3,3,100,100,4,84457,0,0,-3,3,0,3,1.0,0.0,1,Ole Jørgen,0.0,14,1,228,False,955,,2021-04-25T13:50:56.042003Z,62,0,0,0,84457.jpg,2.0,0,0,Halvorsen,0.5,False,None,a,10,2997,49,141,0,224,0,0.0,7.9,Halvorsen,3
3,19,100,100,4,178202,0,0,4,-4,5,3,2.3,0.0,2,Jonathan,0.0,24,10,229,False,1834,,2021-06-14T11:10:32.732048Z,69,0,0,0,178202.jpg,4.9,0,0,Lindseth,13.3,False,None,a,10,2997,123,8810,0,3290,0,0.0,17.8,Lindseth,3
8,12,100,100,7,169518,0,0,0,0,2,3,6.0,0.0,0,Anton,0.0,38,3,230,False,2231,,2021-10-02T17:26:53.030468Z,65,0,0,0,169518.jpg,4.0,1,0,Salétros,1.6,False,None,a,10,2997,103,1114,0,594,0,0.0,15.8,Salétros,3
0,0,100,100,0,208829,0,0,-1,1,0,3,0.0,0.0,0,Mohamed,0.0,6,0,231,False,296,,2021-06-14T11:10:32.754016Z,64,0,0,0,208829.jpg,1.1,0,0,Ofkir,0.2,False,None,a,10,2997,8,16,0,58,0,0.0,1.2,Ofkir,0
0,0,0,0,0,476496,0,0,0,0,0,3,0.0,0.0,0,Aboubacar,0.0,0,0,232,False,0,Utlånt til Nacional de Madeira,2021-08-28T09:54:49.086732Z,55,0,0,0,476496.jpg,0.0,0,0,Konte,0.1,False,None,u,10,2997,0,2,0,44,0,0.0,0.0,Konte,0
0,0,0,0,3,444305,0,0,-2,2,0,3,0.0,0.0,0,Gaute Høberg,0.0,7,0,233,False,529,Lårskade,2021-10-28T18:00:26.368426Z,48,0,0,0,444305.jpg,2.0,0,0,Vetti,0.0,False,None,i,10,2997,16,28,0,29,0,0.0,3.3,Vetti,1
0,0,0,0,3,103397,0,0,-1,1,0,3,0.0,0.0,0,Emil,0.0,7,0,234,False,579,Utlånt til Sogndal,2021-08-31T20:25:57.576263Z,44,0,0,0,103397.jpg,1.7,0,0,Palsson,0.2,False,None,u,10,2997,20,34,0,72,0,0.0,4.5,Palsson,1
1,0,None,None,6,114295,0,0,-2,2,0,3,0.0,0.0,0,Nicolai,0.0,34,0,235,False,1764,,None,43,0,0,0,114295.jpg,2.1,0,0,Næss,8.4,False,None,a,10,2997,48,1685,0,3935,0,0.0,11.2,Næss,3
0,0,0,0,1,521076,0,0,-2,2,0,3,0.0,0.0,0,Laurent Jacques,0.0,3,0,236,False,122,Utlånt til Strømmen,2021-08-31T18:46:41.057274Z,43,0,0,0,521076.jpg,1.7,0,0,Mendy,0.9,False,None,u,10,2997,5,328,0,612,0,0.0,1.2,Mendy,0
0,0,0,0,0,523621,0,0,-1,1,0,3,0.0,0.0,0,Emir,0.0,0,0,237,False,0,Solgt til Start,2021-08-31T18:46:41.076808Z,44,0,0,0,523621.jpg,0.0,0,0,Derviskadic,0.1,False,None,u,10,2997,0,65,0,78,0,0.0,0.0,Derviskadic,0
2,2,0,0,1,182325,0,0,-1,1,1,4,0.0,0.0,0,Kristian,0.0,18,5,238,False,593,Koronasmittet - Utilgjengelig til kamp,2021-12-03T15:06:15.928951Z,84,0,0,0,182325.jpg,3.0,0,0,Opseth,0.3,False,None,i,10,2997,48,142,0,169,0,0.0,5.7,Fardal Opseth,0
4,14,100,100,11,445736,0,0,4,-4,2,4,4.7,0.0,2,Ibrahima,0.0,28,11,239,False,2167,,2021-10-12T12:42:07.126531Z,79,0,0,0,445736.jpg,4.1,1,0,Kone,6.7,False,None,a,10,2997,115,7800,0,4845,0,0.0,14.6,Koné,5
0,0,0,0,0,61965,0,0,-1,1,0,4,0.0,0.0,0,Mostafa,0.0,0,0,240,False,0,Kneskade,2021-04-08T11:08:23.683315Z,69,0,0,0,61965.jpg,0.0,0,0,Abdellaoue,0.1,False,None,i,10,2997,0,6,0,33,0,0.0,0.0,Abdellaoue,0
0,0,0,0,0,221232,0,0,-2,2,0,4,0.0,0.0,0,Steffen,0.0,6,1,241,False,254,Utlånt til Sogndal,2021-08-31T20:24:50.394437Z,58,0,0,0,221232.jpg,1.6,0,0,Skålevik,1.2,False,None,u,10,2997,13,234,0,703,0,0.0,2.2,Skålevik,0
0,3,100,100,6,61776,0,0,0,0,2,1,5.3,0.0,3,Marcus,0.0,58,0,242,False,2568,,2021-11-19T14:05:46.134771Z,55,0,0,1,61776.jpg,3.2,1,119,Sandberg,2.1,False,None,a,12,278,94,1474,0,825,0,0.0,17.1,Sandberg,2
0,0,0,0,0,476962,0,0,-1,1,0,1,0.0,0.0,0,Jonas Vatne,0.0,6,0,243,False,128,Solgt til KFUM,2021-08-31T18:48:03.803386Z,44,0,0,0,476962.jpg,1.0,0,8,Brauti,0.1,False,None,u,12,278,2,9,0,27,0,0.0,0.5,Brauti,0
0,0,None,None,0,493013,0,0,-1,1,0,1,0.0,0.0,0,Marius Amundsen,0.0,0,0,244,False,0,,None,44,0,0,0,493013.jpg,0.0,0,0,Ulla,0.1,False,None,a,12,278,0,18,0,18,0,0.0,0.0,Ulla,0
1,0,0,0,2,95552,0,0,-1,1,0,2,0.0,0.0,0,Mats,0.0,17,0,245,False,671,Lagt opp,2021-08-08T20:09:59.108337Z,54,0,0,0,95552.jpg,1.7,0,0,Solheim,5.7,False,None,u,12,278,19,148,0,2328,0,0.0,3.5,Solheim,2
0,2,0,0,2,55690,0,0,0,0,1,2,0.0,0.0,0,Yaw,0.0,18,1,246,False,895,Nakkeskade - Ute resten av sesongen,2021-09-24T13:53:02.111491Z,50,0,0,0,55690.jpg,2.4,0,0,Amankwah,0.7,False,None,i,12,278,31,631,0,617,0,0.0,6.2,Amankwah,1
1,3,100,100,2,224140,0,0,-2,2,1,2,0.3,0.0,0,Jeppe,0.0,19,1,247,False,1004,,2021-11-06T18:04:33.689652Z,48,0,0,0,224140.jpg,2.2,0,0,Moe,0.3,False,None,a,12,278,36,183,0,138,0,0.0,7.5,Moe,3
4,5,None,None,6,517126,0,0,0,0,2,2,4.3,0.0,3,Sturla,0.0,61,1,248,False,2610,,None,45,0,0,0,517126.jpg,2.7,0,0,Ottesen,2.8,False,None,a,12,278,77,2739,0,1912,0,0.0,17.1,Ottesen,5
0,0,None,None,0,481781,0,0,-1,1,0,2,0.0,0.0,0,Peder,0.0,0,0,249,False,0,,None,44,0,0,0,481781.jpg,0.0,0,0,Vogt,0.1,False,None,a,12,278,0,1,0,23,0,0.0,0.0,Vogt,0
0,3,100,100,5,445900,0,0,0,0,1,2,2.7,0.0,1,Nicolas,0.0,47,0,250,False,2091,,2021-06-14T17:38:15.059774Z,45,0,0,0,445900.jpg,1.9,0,0,Pignatel Jenssen,0.4,False,None,a,12,278,51,479,0,464,0,0.0,11.3,Pignatel Jenssen,2
1,0,None,None,0,95586,0,0,-1,1,0,2,0.3,0.0,1,Emil,0.0,6,0,251,False,163,,None,39,0,0,0,95586.jpg,1.6,0,0,Jonassen,19.7,False,None,a,7,307,8,3599,0,9054,0,0.0,2.1,Jonassen,0
6,10,100,100,5,493014,0,0,-1,1,3,3,4.7,0.0,2,Oliver Valaker,0.0,40,7,252,False,1659,,2021-09-07T12:48:51.113110Z,69,0,0,0,493014.jpg,4.4,0,0,Edvardsen,7.9,False,None,a,12,278,110,7605,0,7363,0,0.0,15.9,Edvardsen,1
3,2,0,0,3,98729,0,0,-1,1,0,3,0.0,0.0,0,Herolind,0.0,14,0,253,False,663,Solgt til BB Erzurumspor,2021-09-08T08:56:23.319090Z,64,0,0,0,98729.jpg,2.8,0,0,Shala,1.2,False,None,u,12,278,31,620,0,885,0,0.0,4.8,Shala,2
4,0,100,100,4,247510,0,0,-1,1,0,3,0.3,0.0,1,Kornelius Normann,0.0,48,2,254,False,1809,,2021-10-03T17:27:01.798953Z,64,0,0,0,247510.jpg,2.6,1,0,Hansen,1.1,False,None,a,12,278,64,956,0,872,0,0.0,10.0,Normann Hansen,2
1,0,None,None,2,445892,0,0,-3,3,0,3,0.7,0.0,1,Herman,0.0,15,2,255,False,598,,None,57,0,0,0,445892.jpg,1.9,0,0,Geelmuyden,0.1,False,None,a,12,278,36,29,0,52,0,0.0,6.3,Geelmuyden,3
0,2,100,100,3,228058,0,0,0,0,0,3,0.0,0.0,0,Sammy,0.0,24,2,256,False,1084,,2021-09-11T17:05:45.481407Z,60,0,1,0,228058.jpg,2.3,0,0,Skytte,0.5,False,None,a,12,278,35,730,0,738,0,0.0,5.8,Skytte,4
0,1,100,100,3,223096,0,0,-1,1,0,3,4.3,0.0,2,Marcus,0.0,46,1,257,False,1747,,2021-11-21T18:27:28.692414Z,54,0,0,0,223096.jpg,2.1,0,0,Solbakken,0.6,False,None,a,12,278,54,120,0,170,0,0.0,10.0,Solbakken,1
1,0,None,None,3,497955,0,0,-4,4,0,3,0.0,0.0,0,Kaloyan,0.0,20,0,258,False,929,,None,51,0,0,0,497955.jpg,1.7,0,0,Kostadinov,0.1,False,None,a,12,278,32,12,0,48,0,0.0,6.3,Kostadinov,1
0,0,0,0,0,508437,0,0,0,0,0,3,0.0,0.0,0,Magnus,0.0,0,0,259,False,0,Kontrakt terminert,2021-09-06T07:55:43.176157Z,55,0,0,0,508437.jpg,0.0,0,0,Strandman Lundal,0.1,False,None,u,12,278,0,1,0,3,0,0.0,0.0,Lundal,0
2,1,100,100,0,245738,0,0,-1,1,0,3,3.3,0.0,2,Jesper,0.0,29,1,260,False,889,,2021-06-15T12:08:58.670059Z,49,0,0,0,245738.jpg,1.9,0,0,Isaksen,0.1,False,None,a,4,3835,33,21,0,27,0,0.0,6.7,Isaksen,4
1,0,None,None,0,162328,0,0,-2,2,0,3,0.0,0.0,0,Tortol,0.0,9,0,261,False,222,,None,48,0,0,0,162328.jpg,1.7,0,0,Lumanza-Lembi,0.2,False,None,a,12,278,10,11,0,75,0,0.0,2.1,Lumanza,0
0,0,None,None,1,477560,0,0,0,0,0,3,0.0,0.0,0,Kristian Bernt,0.0,12,0,262,False,470,,None,45,0,0,0,477560.jpg,1.8,0,0,Torgersen,0.2,False,None,a,12,278,14,40,0,58,0,0.0,3.1,Torgersen,0
0,0,100,100,4,208154,0,0,-2,2,0,4,3.3,0.0,0,Fitim,0.0,23,2,263,False,1142,,2021-09-29T18:04:46.169227Z,63,0,1,0,208154.jpg,1.9,0,0,Azemi,1.0,False,None,a,12,278,37,311,0,568,0,0.0,5.9,Azemi,1
0,0,0,0,2,151131,0,0,-1,1,0,4,0.0,0.0,0,Kosuke,0.0,13,1,264,False,595,Kontrakt utløpt,2021-07-19T17:03:28.448743Z,54,0,0,0,151131.jpg,1.9,0,0,Kinoshita,2.6,False,None,u,12,278,19,1237,0,2535,0,0.0,3.5,Kinoshita,1
0,2,100,100,6,171682,0,0,1,-1,2,1,2.0,0.0,0,Viljar,0.0,36,0,265,False,2368,,2021-11-19T10:26:08.795764Z,46,0,0,2,171682.jpg,3.4,0,76,Myhra,14.5,False,None,a,13,2364,93,5651,0,5777,0,0.0,20.2,Myhra,2
0,0,None,None,1,185998,0,0,0,0,0,1,0.7,0.0,0,Morten,0.0,7,0,266,False,331,,None,40,0,0,0,185998.jpg,3.0,0,12,Sætra,4.5,False,None,a,13,2364,12,977,0,1995,0,0.0,3.0,Sætra,0
0,0,None,None,0,499078,0,0,0,0,0,1,0.0,0.0,0,Daniel,0.0,0,0,267,False,0,,None,40,0,0,0,499078.jpg,0.0,0,0,Skretteberg,0.4,False,None,a,13,2364,0,66,0,129,0,0.0,0.0,Skretteberg,0
4,8,100,100,6,81894,0,0,1,-1,3,2,2.0,0.0,11,Lars-Christopher,0.0,33,1,268,False,2260,,2021-11-20T18:13:24.390144Z,46,0,0,0,81894.jpg,3.5,0,0,Vilsvik,5.2,False,None,a,13,2364,92,5649,0,4300,0,0.0,20.0,Vilsvik,1
0,0,0,0,0,428442,0,0,-1,1,0,2,0.0,0.0,0,Nico,0.0,0,0,269,False,64,Solgt til OB,2021-08-31T19:37:56.595465Z,44,0,0,0,428442.jpg,1.0,0,0,Mickelson,0.3,False,None,u,13,2364,4,7,0,81,0,0.0,0.9,Mickelson,0
3,2,100,100,5,62023,0,0,-3,3,1,2,0.3,0.0,0,Jonathan,0.0,20,0,270,False,1209,,2021-05-27T10:04:03.951157Z,42,0,0,0,62023.jpg,3.1,0,0,Parr,2.1,False,None,a,13,2364,56,1934,0,1548,0,0.0,13.3,Parr,1
0,0,0,0,1,250510,0,0,0,0,1,2,0.0,0.0,0,Duplexe Tchamba,0.0,3,1,271,False,188,Utløpt låneavtale,2021-07-01T11:47:41.254111Z,45,0,0,0,250510.jpg,4.7,0,0,Bangou,0.0,False,None,u,13,2364,14,18,0,39,0,0.0,3.1,Tchamba,0
0,5,100,100,5,449169,0,0,-3,3,1,2,0.0,0.0,-1,Ari,0.0,23,1,272,False,1436,,2021-11-28T13:54:56.658260Z,42,1,0,0,449169.jpg,2.7,0,0,Leifsson,0.9,False,None,a,13,2364,49,826,0,572,0,0.0,11.7,Leifsson,6
1,0,100,100,3,95589,0,0,-1,1,0,2,2.0,0.0,1,Niklas,0.0,26,0,273,False,1531,,2021-09-21T18:37:35.359903Z,44,0,0,0,95589.jpg,2.1,0,0,Gunnarsson,0.3,False,None,a,13,2364,39,98,0,146,0,0.0,8.9,Gunnarsson,5
0,0,0,0,0,489516,0,0,0,0,0,2,0.0,0.0,0,Prosper,0.0,11,0,274,False,407,Kontrakt utløpt,2021-08-01T12:02:26.956708Z,45,0,0,0,489516.jpg,1.0,0,0,Mendy,0.2,False,None,u,13,2364,9,12,0,87,0,0.0,2.0,Mendy,0
0,0,None,None,0,487457,0,0,-1,1,0,2,0.0,0.0,0,Andreas Rosendal,0.0,0,0,275,False,22,,None,39,0,0,0,487457.jpg,1.0,0,0,Nyhagen,0.7,False,None,a,13,2364,2,102,0,160,0,0.0,0.5,Nyhagen,0
0,0,None,None,0,485261,0,0,-2,2,0,2,0.0,0.0,0,Sondre,0.0,1,0,276,False,90,,None,38,0,0,0,485261.jpg,2.0,0,0,Fosnaess Hanssen,6.5,False,None,a,13,2364,2,1529,0,3234,0,0.0,0.5,Fosnæss Hanssen,0
4,0,100,100,2,176433,0,0,-1,1,0,3,4.0,0.0,2,Mikkel,0.0,37,1,277,False,1683,,2021-04-27T07:45:45.611532Z,79,0,0,0,176433.jpg,2.3,0,0,Maigaard,0.2,False,None,a,10,2997,62,62,0,82,0,0.0,7.8,Maigaard,2
6,12,100,100,6,223089,0,0,-2,2,3,3,4.0,0.0,4,Johan,0.0,40,6,278,False,2497,,2021-09-21T18:37:35.381282Z,78,0,0,0,223089.jpg,4.2,0,0,Hove,3.5,False,None,a,13,2364,123,6012,0,4687,0,0.0,15.8,Hove,1
