assists,bonus,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,id,in_dreamteam,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,None,None,0,547882,0,0,0,0,0,2,0.0,0.0,0,Eivind,0.0,0,0,474,False,0,,None,40,0,0,0,547882.jpg,0.0,0,0,Helgeland,0.0,False,None,a,3,3376,0,13,0,5,0,0.0,0.0,Helgeland,0
0,0,None,None,0,547880,0,0,0,0,0,3,0.0,0.0,0,Niklas,0.0,0,0,475,False,0,,None,45,0,0,0,547880.jpg,0.0,0,0,Ødegård,0.0,False,None,a,6,203,0,8,0,3,0,0.0,0.0,Ødegård,0
0,2,100,100,3,89246,0,0,-1,1,0,2,3.0,0.0,1,Martin,0.0,10,0,476,False,813,,2021-10-26T12:28:18.248674Z,59,0,0,0,89246.jpg,2.7,0,0,Linnes,0.9,False,None,a,6,203,30,1151,0,661,0,0.0,5.1,Linnes,2
2,2,None,None,3,206930,0,0,-7,7,0,3,3.7,0.0,2,Rafik,0.0,7,0,477,False,528,,None,73,0,0,0,206930.jpg,2.3,0,0,Zekhnini,0.1,False,None,a,6,203,28,94,0,60,0,0.0,3.8,Zekhnini,0
2,7,None,None,8,193842,0,0,-8,8,2,3,2.7,0.0,8,Amahl,0.0,8,6,478,False,1174,,None,112,0,0,0,193842.jpg,5.1,0,0,Pellegrino,7.5,False,None,a,1,2744,77,11629,0,8038,0,0.0,6.9,Pellegrino,3
0,0,100,100,0,440139,0,0,-6,6,0,2,0.0,0.0,0,Adrian,0.0,2,0,479,False,56,,2021-09-15T21:16:53.287982Z,59,0,0,0,440139.jpg,0.5,0,0,Pereira,0.3,False,None,a,8,197,1,241,0,51,0,0.0,0.2,Pereira,0
1,0,None,None,0,120636,0,0,0,0,0,3,2.0,0.0,7,Dario,0.0,16,1,480,False,849,,None,50,0,0,0,120636.jpg,2.4,0,0,Canadjija,0.0,False,None,a,10,2997,29,12,0,5,0,0.0,5.8,Canadjija,1
1,0,None,None,3,449336,0,0,0,0,0,2,3.0,0.0,1,Anders,0.0,13,0,481,False,900,,None,50,0,0,0,449336.jpg,2.9,0,0,Bærtelsen,0.0,False,None,a,3,3376,29,19,0,5,0,0.0,5.8,Bærtelsen,0
0,0,None,None,0,545233,0,0,0,0,0,2,0.0,0.0,0,Isak,0.0,0,0,482,False,0,,None,40,0,0,0,545233.jpg,0.0,0,0,Aalberg,0.0,False,None,a,4,3835,0,5,0,1,0,0.0,0.0,Aalberg,0
0,0,None,None,0,549738,0,0,0,0,0,3,0.0,0.0,0,Marko Lawk,0.0,0,0,483,False,0,,None,45,0,0,0,549738.jpg,0.0,0,0,Farji,0.0,False,None,a,13,2364,0,1,0,0,0,0.0,0.0,Farji,0
0,1,100,100,1,117885,0,0,-1,1,1,1,3.3,0.0,3,Mathias Lønne,0.0,2,0,484,False,216,,2021-09-12T15:59:58.441299Z,54,0,0,0,117885.jpg,4.3,0,14,Dyngeland,0.2,False,None,a,15,311,13,249,0,28,0,0.0,2.4,Dyngeland,0
0,0,None,None,0,168342,0,0,-3,3,0,3,0.0,0.0,0,Gilbert,0.0,1,1,485,False,60,,None,92,0,0,0,168342.jpg,1.8,0,0,Koomson,0.0,False,None,a,1,2744,11,12,0,8,0,0.0,1.2,Koomson,0
0,0,None,None,0,219875,0,0,0,0,0,1,2.3,0.0,2,Lennart,0.0,20,0,486,False,1170,,None,50,0,0,0,219875.jpg,2.0,0,34,Grill,0.2,False,None,a,2,303,26,231,0,74,0,0.0,5.2,Grill,0
0,0,None,None,0,249242,0,0,-1,1,0,3,0.3,0.0,0,Lagos,0.0,0,0,487,False,8,,None,54,0,0,0,249242.jpg,1.0,0,0,Kunga,0.0,False,None,a,4,3835,1,2,0,2,0,0.0,0.2,Kunga,0
0,0,None,None,1,447097,0,0,-1,1,0,2,0.0,0.0,0,Daniel,0.0,12,0,488,False,540,,None,44,0,0,0,447097.jpg,1.6,0,0,Janevski,0.0,False,None,a,16,3199,11,6,0,4,0,0.0,2.5,Janevski,1
0,0,None,None,0,141176,0,0,-3,3,0,3,0.7,0.0,0,Milan,0.0,7,0,489,False,272,,None,67,0,0,0,141176.jpg,1.0,0,0,Jevtovic,0.0,False,None,a,7,307,11,22,0,13,0,0.0,1.6,Jevtovic,1
0,0,100,100,3,219254,0,0,-1,1,0,2,1.3,0.0,1,Ian,0.0,18,0,490,False,972,,2021-09-26T17:13:52.526507Z,44,0,0,0,219254.jpg,1.8,1,0,Smeulers,0.1,False,None,a,17,3334,22,67,0,52,0,0.0,5.0,Smeulers,2
0,0,None,None,0,100543,0,0,0,0,0,4,0.0,0.0,0,Chuma,0.0,0,0,491,False,4,,None,60,0,0,0,100543.jpg,1.0,0,0,Anene,0.0,False,None,a,17,3334,1,5,0,5,0,0.0,0.2,Anene,0
0,5,100,100,4,485005,0,0,0,0,2,2,3.7,0.0,1,Ivan,0.0,18,1,492,False,1007,,2021-11-28T17:51:24.916308Z,45,1,0,0,485005.jpg,3.2,0,0,Mesik,0.1,False,None,a,12,278,38,97,0,74,0,0.0,8.4,Mesik,4
2,5,100,100,4,95525,0,0,0,0,1,3,7.7,0.0,7,Fredrik,0.0,21,3,493,False,994,,2021-09-29T17:27:44.559360Z,65,0,0,0,95525.jpg,4.1,0,0,Haugen,0.4,False,None,a,12,278,53,357,0,56,0,0.0,8.2,Haugen,1
0,0,None,None,0,490508,0,0,-8,8,0,4,0.3,0.0,0,Jordan Attah,0.0,3,1,494,False,159,,None,52,0,0,0,490508.jpg,1.6,0,0,Kadiri,0.1,False,None,a,13,2364,11,203,0,175,0,0.0,2.1,Kadiri,0
1,3,100,100,1,69168,0,0,-10,10,1,4,0.7,0.0,1,Zdenek,0.0,5,1,495,False,424,,2021-09-24T13:55:46.736474Z,65,0,0,0,69168.jpg,2.3,0,0,Ondrasek,0.3,False,None,a,14,310,25,899,0,835,0,0.0,3.8,Ondrasek,0
0,2,100,100,1,434024,0,0,0,0,1,1,3.3,0.0,0,Patrik,0.0,10,0,496,False,557,,2021-10-02T16:20:52.397791Z,50,0,0,1,434024.jpg,3.3,1,24,Gunnarsson,0.3,False,None,a,9,312,23,447,0,91,0,0.0,4.6,Gunnarsson,0
0,3,100,100,1,102678,0,0,0,0,0,3,0.0,0.0,1,Deyver,0.0,2,0,497,False,209,,2021-10-23T15:18:23.426712Z,65,0,0,0,102678.jpg,2.0,0,0,Vega,0.0,False,None,a,17,3334,10,1,0,0,0,0.0,1.5,Vega,1
0,0,None,None,1,213784,0,0,-1,1,0,2,0.0,0.0,0,Herman,0.0,15,0,498,False,749,,None,44,0,0,0,213784.jpg,1.7,0,0,Kleppa,0.0,False,None,a,16,3199,15,23,0,14,0,0.0,3.4,Kleppa,1
0,0,None,None,0,192792,0,0,0,0,0,3,0.0,0.0,0,Mattias,0.0,0,0,499,False,0,,None,70,0,0,0,192792.jpg,0.0,0,0,Käit,0.0,False,None,a,1,2744,0,2,0,2,0,0.0,0.0,Käit,0
0,0,None,None,0,143878,0,0,-6,6,0,3,0.7,0.0,1,Vajebah,0.0,2,0,500,False,101,,None,54,0,0,0,143878.jpg,1.3,0,0,Sakor,0.0,False,None,a,2,303,4,16,0,17,0,0.0,0.7,Sakor,0
1,0,None,None,3,119991,0,0,-3,3,0,3,2.3,0.0,1,Tomás,0.0,8,0,501,False,569,,None,42,0,0,0,119991.jpg,1.8,0,0,Martins Podstawski,0.3,False,None,a,12,278,20,185,0,42,0,0.0,4.8,Podstawski,2
0,0,None,None,0,553857,0,0,0,0,0,1,0.0,0.0,0,Viktor Gustavsen,0.0,0,0,502,False,0,,None,40,0,0,0,553857.jpg,0.0,0,0,Engh,0.0,False,None,a,12,278,0,4,0,1,0,0.0,0.0,Gustavsen Engh,0
0,0,None,None,0,553765,0,0,0,0,0,3,0.0,0.0,0,Leo Bech,0.0,0,0,503,False,3,,None,45,0,0,0,553765.jpg,1.0,0,0,Hermansen,0.0,False,None,a,10,2997,1,0,0,0,0,0.0,0.2,Bech Hermansen,0
0,0,None,None,0,479052,0,0,0,0,0,4,0.0,0.0,1,Victor,0.0,0,0,504,False,1,,None,90,0,0,0,479052.jpg,1.0,0,0,Boniface,0.0,False,None,a,1,2744,1,2,0,0,0,0.0,0.1,Boniface,0
0,0,None,None,0,552935,0,0,0,0,0,2,0.0,0.0,0,Hakon,0.0,0,0,505,False,0,,None,40,0,0,0,552935.jpg,0.0,0,0,Rosten,0.0,False,None,a,8,197,0,4,0,0,0,0.0,0.0,Røsten,0
0,0,None,None,0,561100,0,0,0,0,0,4,0.0,0.0,0,Jesper,0.0,0,0,506,False,0,,None,45,0,0,0,561100.jpg,0.0,0,0,Wichstrom Johansen,0.0,False,None,a,10,2997,0,2,0,0,0,0.0,0.0,Wichstrøm Johansen,0
0,0,None,None,0,522125,0,0,0,0,0,1,0.0,0.0,0,Asbjørn,0.0,0,0,507,False,0,,None,40,0,0,0,522125.jpg,0.0,0,0,Engenes,0.0,False,None,a,3,3376,0,3,0,0,0,0.0,0.0,Engenes,0
0,0,None,None,0,549135,0,0,0,0,0,3,0.0,0.0,0,Vegard,0.0,0,0,508,False,0,,None,45,0,0,0,549135.jpg,0.0,0,0,Solheim,0.0,False,None,a,3,3376,0,1,0,0,0,0.0,0.0,Solheim,0
0,0,None,None,0,550645,0,0,0,0,0,3,0.0,0.0,1,Heine,0.0,0,0,509,False,10,,None,45,0,0,0,550645.jpg,1.0,0,0,Larsen,0.0,False,None,a,9,312,1,0,0,0,0,0.0,0.2,Larsen,0
0,0,None,None,0,554835,0,0,0,0,0,2,0.0,0.0,0,Eirik,0.0,0,0,510,False,0,,None,40,0,0,0,554835.jpg,0.0,0,0,Blikstad,0.0,False,None,a,13,2364,0,2,0,0,0,0.0,0.0,Blikstad,0
0,0,None,None,0,561789,0,0,0,0,0,4,0.0,0.0,1,Brinder,0.0,1,0,511,False,14,,None,45,0,0,0,561789.jpg,1.0,0,0,Singh,0.0,False,None,a,16,3199,1,4,0,2,0,0.0,0.2,Singh,0
0,0,None,None,0,561790,0,0,0,0,0,4,0.0,0.0,0,Magnus,0.0,0,0,512,False,0,,None,45,0,0,0,561790.jpg,0.0,0,0,Hammeras,0.0,False,None,a,8,197,0,1,0,0,0,0.0,0.0,Hammeras,0
0,0,None,None,0,557012,0,0,0,0,0,4,1.2,0.0,0,Sindre Walle,0.0,0,0,513,False,0,,None,45,0,0,0,557012.jpg,0.0,0,0,Egeli,0.0,False,None,a,17,3334,0,3,0,0,0,0.0,0.0,Walle Egeli,0
0,0,None,None,0,81784,0,0,0,0,0,3,1.5,0.0,1,Joakim,0.0,0,0,514,False,1,,None,50,0,0,0,81784.jpg,1.0,0,0,Våge Nilsen,0.0,False,None,a,3,3376,1,1,0,0,0,0.0,0.2,Våge Nilsen,0
0,0,None,None,0,563998,0,0,0,0,0,4,None,1.2,0,Elias,0.0,0,0,515,False,0,,None,45,0,0,0,563998.jpg,0.0,0,0,Myrlid,0.0,False,None,a,2,303,0,0,0,0,0,0.0,0.0,Myrlid,0
0,0,None,None,0,563996,0,0,0,0,0,3,None,1.2,1,Filip,0.0,0,0,516,False,2,,None,45,0,0,0,563996.jpg,1.0,0,0,Loftesnes Bjune,0.0,False,None,a,17,3334,1,0,0,0,0,0.0,0.2,Loftesnes Bjune,0
