first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Martin,Kreuzriegler,1,0,71,2304,37,7,0,5,8.3,44,DEF
Brice,Wembangomo,0,2,66,1937,37,5,0,4,3.3,43,DEF
Mats,Haakenstad,0,1,46,1474,29,5,0,0,0.6,42,DEF
Lars,Markmanrud,0,0,3,84,1,0,0,0,0.0,44,DEF
Sander Moen,Foss,2,0,64,2429,49,5,0,5,2.5,44,DEF
Hermann,Nilsen,0,0,0,0,0,0,0,0,0.6,40,DEF
Harmeet,Singh,0,0,43,1715,34,4,0,3,0.3,59,MID
André,Södlund,0,1,19,487,10,1,0,1,0.1,53,MID
Kristoffer,Normann Hansen,7,8,132,2084,41,6,0,2,12.9,61,MID
Vidar,Ari Jónsson,11,5,147,2490,46,7,0,5,28.0,59,MID
Amer,Ordagic,0,3,42,1078,18,3,0,0,0.1,50,MID
Erik Næsbak,Brenden,3,1,51,977,20,2,0,2,0.1,47,MID
Franklin,Nyenetue,0,1,31,682,15,0,0,0,0.1,48,MID
Enric,Vallés,0,1,17,360,6,2,0,0,0.0,50,MID
William,Kurtovic,2,1,61,1879,35,5,0,4,0.0,50,MID
Jose,Eduardo de Araujo,0,0,20,578,10,1,0,3,0.3,44,MID
Peder,Meen Johansen,0,0,2,7,0,0,0,0,0.2,44,MID
Martin,Andersen,0,0,0,0,0,0,0,0,0.0,45,MID
Henrik Sælebakke,Falchener,0,0,2,78,4,0,0,0,0.2,43,MID
Sander,Mork,2,3,56,1081,20,2,0,0,0.3,45,MID
Sivert,Gussias,1,0,14,189,4,0,0,0,1.8,57,FWD
Marcos,Celorrio Yecora,0,0,1,16,1,0,0,0,1.6,47,FWD
Ifeanyi,Mathew,2,4,100,2640,38,9,0,3,2.0,51,MID
Niklas,Jensen,1,0,21,384,6,1,0,0,0.7,43,MID
Syver,Aas,1,0,16,155,2,0,0,1,0.5,43,MID
Elias,Hadaya,0,0,1,36,1,0,0,0,0.5,44,GK
Ole Kristian,Enersen,0,1,9,155,1,1,0,2,0.0,44,MID
Torgil,Øwre Gjertsen,6,8,122,1910,31,7,0,3,4.3,75,MID
Sander,Svendsen,8,6,126,2177,48,3,0,1,11.7,75,MID
Jonas,Valland,0,0,0,0,0,0,0,0,0.8,39,DEF
Zlatko,Tripic,7,5,110,1813,29,5,0,4,3.4,95,MID
Magnus,Grødem,1,1,27,271,4,0,0,0,0.1,79,MID
Lasse,Nordas,2,1,26,348,8,0,0,0,0.1,78,FWD
Lars,Erik Sodal,0,0,0,0,0,0,0,0,0.0,45,MID
Runar,Norheim,0,0,1,20,1,0,0,0,0.0,45,MID
Jesper,Robertsen,0,0,3,24,0,0,0,0,0.1,40,DEF
Isak,Vik,0,0,0,0,0,0,0,0,0.3,39,DEF
Simen,Henriksen,0,0,0,0,0,0,0,0,0.0,45,MID
Alexander,Ruud Tveter,6,3,94,2389,46,7,0,0,2.8,56,FWD
Magnus,Riisnaes,0,0,1,1,0,0,0,0,0.0,45,MID
Vieux Yakhya,Sané,0,0,4,144,4,0,0,0,0.0,50,DEF
Lars,Gerson,0,0,1,10,0,0,0,0,0.0,49,DEF
Sivert,Overby,0,0,7,174,9,0,0,0,0.0,43,DEF
Moubarak,Compaoré,0,0,0,0,0,0,0,0,0.0,53,FWD
Oleksii,Khoblenko,0,0,4,138,3,0,0,1,0.1,69,FWD
Uche,Sabastine,0,1,7,43,2,0,0,1,0.0,59,FWD
Simon,Thomas,0,0,0,0,0,0,0,0,0.0,45,GK
Niklas,Vesterlund,2,1,76,1359,17,6,0,2,4.2,47,DEF
Felix,Winther,0,0,14,394,7,2,0,1,0.0,47,MID
Joachim,Rothmann,0,0,7,99,2,0,0,0,0.0,55,FWD
George Felix,Michel Melki,0,0,1,32,0,0,0,0,0.0,49,MID
Tomas,Rataj,0,0,0,0,0,0,0,0,0.0,75,FWD
Alexander,Tettey,0,0,14,470,6,2,0,2,0.1,55,MID
Jørgen Kili,Fjeldskår,0,0,0,9,1,0,0,0,0.0,40,DEF
Antonio,Nusa,3,0,35,562,12,1,0,0,1.0,45,MID
Vetle,Egeli,0,0,3,43,2,0,0,0,0.0,45,MID
Mathias,Emilsen,0,0,3,12,1,0,0,0,0.0,45,MID
Tord Johnsen,Salte,0,0,0,0,0,0,0,0,0.0,40,DEF
Brynjar,Johnsplass,0,0,0,0,0,0,0,0,0.0,40,DEF
Mathias,Tjoland,0,0,1,1,0,0,0,0,0.1,45,FWD
Olav Lilleoren,Veum,0,0,2,31,1,0,0,0,0.0,40,DEF
Jørgen,Sveinhaug,0,0,0,0,0,0,0,0,2.3,39,GK
Isak,Hjorteseth,0,0,0,0,0,0,0,0,0.0,45,MID
Martin,Bergum,0,0,1,6,0,0,0,0,0.0,45,MID
Peder,Hoel Lervik,0,0,0,0,0,0,0,0,0.0,40,GK
Simen,Kvia-Egeskog,0,1,15,180,2,0,0,0,0.3,45,FWD
Jacob Emile,Dicko Eng,0,0,5,35,0,0,0,0,0.0,45,MID
Leander,Oy,0,0,0,0,0,0,0,0,0.1,40,GK
Magnus,Brondbo,0,0,0,0,0,0,0,0,0.1,40,GK
Bendik,Brevik,0,0,1,1,0,0,0,0,0.0,40,DEF
Martin,Samuelsen,2,1,34,690,10,4,0,1,0.1,75,FWD
Albin,Morfelt,0,0,3,44,2,0,0,1,0.0,64,MID
Mikkel,Andersen,0,0,0,0,0,0,0,0,0.0,50,GK
Magnus,Knudsen,0,1,36,947,12,4,0,1,0.1,44,MID
Moussa,Njie,0,0,9,229,10,0,0,0,0.0,65,MID
Kristoffer Lassen,Harrison,0,0,0,0,0,0,0,0,0.1,45,FWD
Markus,Haaland,0,0,0,0,0,0,0,0,0.0,45,MID
Heine,Gikling Bruseth,0,0,0,0,0,0,0,0,0.0,45,MID
Marius,Sivertsen Broholm,0,0,0,0,0,0,0,0,0.0,45,MID
Emanuel,Kulego,0,0,0,0,0,0,0,0,0.0,45,FWD
Magnus,Rugland Ree,0,0,0,0,0,0,0,0,0.0,40,GK
Andreas,Albertsen,0,0,0,0,0,0,0,0,0.1,40,GK
Ingmar,Austberg,0,0,0,0,0,0,0,0,0.0,45,FWD
Tom,Pettersson,3,1,69,1451,21,5,0,1,2.1,46,DEF
Kasper,Pedersen,0,0,16,747,22,1,0,0,0.0,42,DEF
Martin,Hoyland,1,0,19,580,14,1,0,1,0.2,42,MID
Sivert,Heggheim Mannsverk,0,1,29,1046,19,3,0,2,0.2,57,MID
Pål Alexander,Kirkevold,1,1,27,629,17,0,0,1,0.1,56,FWD
Noah Jean,Holm,3,4,53,1159,18,3,0,2,3.3,77,FWD
Leonard,Zuta,1,0,49,1435,16,4,0,3,0.5,54,DEF
Alexander,Søderlund,3,0,33,615,14,3,0,2,0.3,78,FWD
Japhet,Sery,1,0,17,600,11,0,0,0,0.3,44,DEF
Andreas,Waterfield Skjold,0,0,0,0,0,0,0,0,0.0,45,MID
Mathias,Løvik,0,0,0,0,0,0,0,0,0.0,40,DEF
Mai,Traore,0,1,11,201,5,0,0,1,0.0,67,FWD
Albin,Sporrong,1,0,15,485,11,0,1,2,0.2,45,DEF
Christophe,Psyché,0,1,55,1111,10,5,0,3,1.2,46,DEF
Torje,Naustdal,0,0,14,308,5,0,0,1,0.0,45,MID
Victor,Wernersson,0,1,27,817,21,3,0,1,0.2,48,DEF
Magnus,Smelhus Sjøeng,0,0,0,0,0,0,0,0,0.1,40,GK
Joel,Mvuka,0,0,6,102,1,0,0,1,0.0,60,MID
Amadou,Camara,0,0,0,0,0,0,0,0,0.0,59,FWD
Gianni,Stensness,1,1,45,1178,13,4,0,3,1.2,51,DEF
Sivert,Heltne Nilsen,0,1,28,1350,27,0,0,5,0.2,50,MID
Bård,Finne,4,2,57,1049,21,2,0,0,0.6,73,MID
Nicolaj,Thomsen,1,0,18,240,6,0,0,0,0.0,68,MID
Knut-Andrè,Skjaerstein,0,0,5,360,9,0,0,0,0.7,39,GK
David,Brekalo,2,0,36,781,10,3,1,2,0.2,47,DEF
Aleksander,Andresen,0,0,0,0,0,0,0,0,0.0,45,MID
Henrik,Skogvold,0,0,3,20,1,0,0,0,0.0,45,MID
Pavle,Vagic,0,0,19,755,13,2,0,2,0.0,49,MID
Eivind,Helgeland,0,0,0,0,0,0,0,0,0.0,40,DEF
Niklas,Ødegård,0,0,0,0,0,0,0,0,0.0,45,MID
Martin,Linnes,0,0,30,813,10,3,0,2,0.9,59,DEF
Rafik,Zekhnini,0,2,28,528,7,3,0,0,0.1,73,MID
Amahl,Pellegrino,6,2,77,1174,8,8,0,3,7.5,112,MID
Adrian,Pereira,0,0,1,56,2,0,0,0,0.3,59,DEF
Dario,Canadjija,1,1,29,849,16,0,0,1,0.0,50,MID
Anders,Bærtelsen,0,1,29,900,13,3,0,0,0.0,50,DEF
Isak,Aalberg,0,0,0,0,0,0,0,0,0.0,40,DEF
Marko Lawk,Farji,0,0,0,0,0,0,0,0,0.0,45,MID
Mathias Lønne,Dyngeland,0,0,13,216,2,1,0,0,0.2,54,GK
Gilbert,Koomson,1,0,11,60,1,0,0,0,0.0,92,MID
Lennart,Grill,0,0,26,1170,20,0,0,0,0.2,50,GK
Lagos,Kunga,0,0,1,8,0,0,0,0,0.0,54,MID
Daniel,Janevski,0,0,11,540,12,1,0,1,0.0,44,DEF
Milan,Jevtovic,0,0,11,272,7,0,0,1,0.0,67,MID
Ian,Smeulers,0,0,22,972,18,3,1,2,0.1,44,DEF
Chuma,Anene,0,0,1,4,0,0,0,0,0.0,60,FWD
Ivan,Mesik,1,0,38,1007,18,4,0,4,0.1,45,DEF
Fredrik,Haugen,3,2,53,994,21,4,0,1,0.4,65,MID
Jordan Attah,Kadiri,1,0,11,159,3,0,0,0,0.1,52,FWD
Zdenek,Ondrasek,1,1,25,424,5,1,0,0,0.3,65,FWD
Patrik,Gunnarsson,0,0,23,557,10,1,1,0,0.3,50,GK
Deyver,Vega,0,0,10,209,2,1,0,1,0.0,65,MID
Herman,Kleppa,0,0,15,749,15,1,0,1,0.0,44,DEF
Mattias,Käit,0,0,0,0,0,0,0,0,0.0,70,MID
Vajebah,Sakor,0,0,4,101,2,0,0,0,0.0,54,MID
Tomás,Martins Podstawski,0,1,20,569,8,3,0,2,0.3,42,MID
Viktor Gustavsen,Engh,0,0,0,0,0,0,0,0,0.0,40,GK
Leo Bech,Hermansen,0,0,1,3,0,0,0,0,0.0,45,MID
Victor,Boniface,0,0,1,1,0,0,0,0,0.0,90,FWD
Hakon,Rosten,0,0,0,0,0,0,0,0,0.0,40,DEF
Jesper,Wichstrom Johansen,0,0,0,0,0,0,0,0,0.0,45,FWD
Asbjørn,Engenes,0,0,0,0,0,0,0,0,0.0,40,GK
Vegard,Solheim,0,0,0,0,0,0,0,0,0.0,45,MID
Heine,Larsen,0,0,1,10,0,0,0,0,0.0,45,MID
Eirik,Blikstad,0,0,0,0,0,0,0,0,0.0,40,DEF
Brinder,Singh,0,0,1,14,1,0,0,0,0.0,45,FWD
Magnus,Hammeras,0,0,0,0,0,0,0,0,0.0,45,FWD
Sindre Walle,Egeli,0,0,0,0,0,0,0,0,0.0,45,FWD
Joakim,Våge Nilsen,0,0,1,1,0,0,0,0,0.0,50,MID
Elias,Myrlid,0,0,0,0,0,0,0,0,0.0,45,FWD
Filip,Loftesnes Bjune,0,0,1,2,0,0,0,0,0.0,45,MID
